id,cluster,k
Repo_ANID_dca92318de6bfc472f4b924c686d78d6,6,7
Repo_ANID_dd331c2e2f6970adc6a19583a054bd9f,6,7
Repo_ANID_deea3fa7931fabb3a79e8d482f6ab8f9,1,7
Repo_ANID_e122ad33b04aad8fb10c574a79a75f0e,1,7
Repo_ANID_e35042fc7e7c69d53bb7b681c5d4d9aa,1,7
Repo_ANID_e555ad9718adedb46f3256ebf08c7659,1,7
Repo_ANID_e5673dce4302456416892fd65337a1ea,6,7
Repo_ANID_eb32c42e3aed6796fed8d968c401f199,6,7
Repo_ANID_ef31a1fbbf8c4b38e9c414dbd9d49ec5,6,7
Repo_ANID_f01bae441036e77e072ff05eea3dfbc2,6,7
Repo_ANID_f0b90c964935c573e9f9ec88b2faa988,1,7
Repo_ANID_f0e15d953229a6dfd465ca8940297988,6,7
Repo_ANID_f147829df58624d7112dc0f3cd247dea,6,7
Repo_ANID_f369c16518fc43c040be2820e5957fd3,1,7
Repo_ANID_f49b89a8a04a1636d1fdd6c994f8ea86,1,7
Repo_ANID_f6a6e538d8e01db26771aef04d44ee83,6,7
Repo_ANID_f6a978d7507344dae8f3022a2e4ebb27,6,7
Repo_ANID_fddf9de774d17a1155b79bfde3b0cae5,6,7
Repo_ANID_fee92aba9bcdf33758e61009ce1164fd,6,7
Repo_ANID_fff46822ebe9346a3f0b7c17c2dadb33,6,7
SCIELO_003a2d777be44a2dd374aec6faa6a8c5,1,7
SCIELO_0070d3bbd1597aef0414fae0960ca92a,3,7
SCIELO_014b9f0fe025d72fd3ca503db7fd03fa,3,7
SCIELO_0308cbb85df63183ec7cb911ace2056e,3,7
SCIELO_04b96c6a32abe8873d5ab7b46a2b8416,3,7
SCIELO_055577a3eacc6d1ea7ba9a4ee9e5c9f6,3,7
SCIELO_0698641eab702ceae5ae35b325b9198d,1,7
SCIELO_06f8a79d18932c1c6fbc7468944ac8f4,6,7
SCIELO_0706cc65c4a0365a18e1dce89666bb06,3,7
SCIELO_070a002c5259e1b289b27762321afdc8,6,7
SCIELO_072426afed62245c6fac9e4850ae17ea,3,7
SCIELO_07b8c8927b704aa4c101c35eb23440a4,3,7
SCIELO_08184425bb29d1e9b38c72dc43c3b4c8,1,7
SCIELO_08f1ab6d6da9eb3ba57ad2a2c7256d1a,6,7
SCIELO_0a0f2299333ed57227b5d57412b2cd1b,3,7
SCIELO_0a4d81d0560e5289ee2d1b7d279e337d,6,7
SCIELO_0a8d232aaa249d7566d977290ab23cbf,3,7
SCIELO_0ac82ccec15ed794adaa84a4639481b8,3,7
SCIELO_0c120da4214f525b34fd63ada13f944c,6,7
SCIELO_0dd5ef9977e90a57299ecfc5a1e11512,3,7
SCIELO_0e57c28d7025bdd77eca34c3d407832c,6,7
SCIELO_0e5cd2b81303cfcb5e77b171bb8de3ee,6,7
SCIELO_0f1541072098bb0ecd46c865daa8c200,1,7
SCIELO_0f3ca612dfbc1a77eda988e48c361930,3,7
SCIELO_101156d55b0c946d5dac3aa488dabbbf,3,7
SCIELO_1099c67a8e7bfae8e09e860c508ef556,6,7
SCIELO_10fe83a7a257cfee5942e635e7a24ce9,1,7
SCIELO_12a8f3810a643f497e62f05b2cfd0117,3,7
SCIELO_12be0be397e89ee1d868926cb3108271,3,7
SCIELO_13f6f90b6d517357bc94220fa5633ffb,6,7
SCIELO_148abcc1679bef9347a596a96db1b5b9,3,7
SCIELO_168e58caf3c8b049810b4a53381eb89e,3,7
SCIELO_193296c8de032edf642bf84bb662f5d5,6,7
SCIELO_197b02aaa2705e6486c2720ec8e7c130,3,7
SCIELO_198b35e3c878d4be1e4db5bd10faa9d0,6,7
SCIELO_19c764abda5b69b90ee3727b77c3850d,3,7
SCIELO_1a4d6892bc35166d3aefb91019c41813,6,7
SCIELO_1a651e0eda30aadfd879d98dedc8043f,3,7
SCIELO_1abf18af5c55d964a62183af180d49b9,6,7
SCIELO_1b1f8b9fa6f732984c14a21c1c4b0f25,3,7
SCIELO_1c57d3f11131fdf701cfb6cdd977e974,3,7
SCIELO_1da6eeb3f4cefd1984ebe3dc9aef6b2b,1,7
SCIELO_1dc53a906939e65310064cc317285af0,6,7
SCIELO_1f150e0d31de66e665b9f5951d00d34f,3,7
SCIELO_1f7298052a30e26d2afb015201e8797f,6,7
SCIELO_2024a543cfd189cde0b45bf4829b9986,3,7
SCIELO_20697fdcde09b906ae4fbd02eb5a4d99,1,7
SCIELO_20d46f3e9db52c7397d5374d2ec861a8,6,7
SCIELO_2131bbcf62f36a15bd961ae4a1b28ee3,3,7
SCIELO_215f673831fa89f6ee3a395b789bf3b2,3,7
SCIELO_217220edbc23094271f08af53c947d42,6,7
SCIELO_21856f8bdbbbea93fe14e17562931a53,3,7
SCIELO_2234581497605931e2c2e569ce76e650,6,7
SCIELO_23d0ab9e6d5e42f2030c4e4bcd731576,6,7
SCIELO_2470cb9816fb85c98b56bcd5791c0b8b,1,7
SCIELO_2493b94fc98965e7a62dd1d44afbb47c,3,7
SCIELO_2494f3b0e27f8b41279f8c2592b52f12,1,7
SCIELO_255a58f267d738dc0991b265ce49bf02,1,7
SCIELO_255c93e9b2214015211d05c2da180291,6,7
SCIELO_257003d3a392e1514fca2d4ced6794ad,3,7
SCIELO_26afd46cd9aa8c1dbdd31e78e4360518,1,7
SCIELO_27b1fc92a5fb97921982603079a56eb7,3,7
SCIELO_286ceb011cce7a934863d9194d816ace,6,7
SCIELO_2985b4101c43cadae3938a59182963c6,3,7
SCIELO_29df499046a3477b128fe44c94a3cb52,3,7
SCIELO_29eaf327d48ac884331e2045a8e619b7,6,7
SCIELO_2b02512ef56a877a570305a7124cb8d7,3,7
SCIELO_2b27009464cf25891ba60d22badd57c8,3,7
SCIELO_2b36e31cc0aff95dc03234b9b2d7b7dc,1,7
SCIELO_2c09d2914a3ad97ca3b87aa7efe93ae4,6,7
SCIELO_2c5e2f979ea319748cdc7d340cd54b2f,3,7
SCIELO_2dfd5b8c829a16dfc3ef04086b7d3615,6,7
SCIELO_2e0f6f8fe305e17c48d1f1ba206cc699,3,7
SCIELO_2ea784b98d8458e119c2d1b34837ceed,3,7
SCIELO_2ec2d7afdbee45b3849e172a81ed07d3,6,7
SCIELO_2f1229b15364ec88a6161762403b7446,3,7
SCIELO_2f6c283ea6ef60578a4466ad05c42838,3,7
SCIELO_2fc65d3ee5f8a68c31ca46bb6fc718c8,6,7
SCIELO_303bfeb1e412e13cf66100c9129dd3d6,6,7
SCIELO_313b21bd550b631f85d3686a9111a871,1,7
SCIELO_31c4464bcf2f509371d65c4188f622ab,6,7
SCIELO_324f45d012c611fbdbad415640d6c9e1,3,7
SCIELO_328de006fdf2eeb778b10e3b6cf9ac1d,1,7
SCIELO_32c4342f92d0741d9355a77810a3b7ac,3,7
SCIELO_3519291c8342c0b150f8dfef43610b4f,6,7
SCIELO_35dbad6256a9fa01efb927fa698ed4ba,3,7
SCIELO_36005bf9c934b18cbff709e103eaf236,3,7
SCIELO_366b75c540423836800fa3ff5f5a2c75,3,7
SCIELO_3764774b20f82485a00919169c10ed1c,6,7
SCIELO_37aaf7b91d1e8ff4022f9c467fa0371f,3,7
SCIELO_3902f7838c85a292740695ba10aa534e,3,7
SCIELO_3933a89060ff36715375f0cf540f476f,6,7
SCIELO_394c95cb0f130231da8a6450b5ccfb1a,6,7
SCIELO_39725c85c5b2914f10b080588219f37c,3,7
SCIELO_3a136a832d8b6bd7b4e22afe942e564a,3,7
SCIELO_3a377dd3a20ee6b6922cdfae52132204,3,7
SCIELO_3a934fd52244e92427482d9e1224f648,3,7
SCIELO_3a97576e6b51903c921cfcc03c9de10d,3,7
SCIELO_3c12e2ab3fe2c3a84a5d5162dd0c0939,3,7
SCIELO_3c32b5e815039a9710ece331cc76e5b0,3,7
SCIELO_3c61b2e419a8423e67e76ba3d4c25a97,6,7
SCIELO_3c8b4476421a808f4249e47003b97469,6,7
SCIELO_3d158288d531433c38fa375ef36cd68d,3,7
SCIELO_3d94c630d2707173ba53f727038392a0,3,7
SCIELO_3df8b193fd2203061f62a920af0cb279,6,7
SCIELO_3e16d9c183670a2b220eb640401b5b4d,3,7
SCIELO_3e56366e1e1f5cf6b542f9174048b1ce,3,7
SCIELO_3eeac1e2afbd782b86f328dec7bf8388,6,7
SCIELO_3f4ddf67a4168eec7ac37724ec2a3817,3,7
SCIELO_3fa679c9f52c6c588a5c409fae296331,3,7
SCIELO_404b9b26d95127c6b113fe386d356d86,1,7
SCIELO_4078cb9eb469e46bf1814b16025c3345,3,7
SCIELO_4159843d665f3912f7627fb474a290f1,6,7
SCIELO_42e6b9af896cb92694bdded1ab778eee,3,7
SCIELO_42fb4d3deb6cf1d48aa4305f7be9945e,6,7
SCIELO_43f600f1aa2a8729550e2eca973bf679,3,7
SCIELO_447a2ff8785f906fc8a1aa90729d2a9a,6,7
SCIELO_464e00b2539c8be4cd9c72df63ef274b,3,7
SCIELO_478f9672e4d8fabf072c84095bf1a4c0,3,7
SCIELO_47aa40d10896e3b2e6b3c9778bc98d42,3,7
SCIELO_47ba4b43e9720283286c291b343670bd,3,7
SCIELO_48476a21aabf309823b0d8e45f9dfffc,6,7
SCIELO_48e527dc77dd878c8e948bce0b611a97,6,7
SCIELO_49385eaf14b277cc7eaab21f56a3143c,1,7
SCIELO_49563d30775f2af8e6c80636254e05e6,6,7
SCIELO_49874042082ba6b5b3a1d7b608367c08,6,7
SCIELO_4a7fb8f9a1a7b3e1fe0e4df937b0f76b,1,7
SCIELO_4afb7ac81235027f8b1b5991d628c26a,1,7
SCIELO_4b5e123669f85e7636fb8590dad455dc,6,7
SCIELO_4bad92b31a4235a54f840aa9d8fca8c2,6,7
SCIELO_4bbe0e9b90562bbf0c1c074d046ca838,3,7
SCIELO_4c904d42d43b0760fc57a374a6a94e6a,3,7
SCIELO_4ca4c8e246448d2e6bd4bbf162da500c,3,7
SCIELO_4e3cc7b8ef458901e0c49d1126d799a1,3,7
SCIELO_4fa014c1c6b024605aab7a3bb2ecf326,1,7
SCIELO_502152337506d8f96d89d5d789a0b519,6,7
SCIELO_52ddc4002c1bc34465bb0a3d98b21a54,6,7
SCIELO_532231dddb6744e17afa60f65299e110,6,7
SCIELO_54a901c2464125c633e0e9f0f8ea3b20,3,7
SCIELO_55983b1eed3f0ec415b229ac6a97fc7e,3,7
SCIELO_55b6a76c9a4e8e9d4c254a95395a86c2,3,7
SCIELO_55c098f4a54be5d9c20046da3a11064b,6,7
SCIELO_5615f05f6eb4f58f15b61f7a1b69a44b,3,7
SCIELO_56c0a88985d624e3d6a37f9b92f58196,6,7
SCIELO_56f0aa1cc96e63ec97ba79c35108b2cf,6,7
SCIELO_57cb135614b2c20da42a808cc1692a09,3,7
SCIELO_584edf192be84e3e3f40b1fecfe2ae6d,3,7
SCIELO_59048438a85031fca041316d270e4675,3,7
SCIELO_59ae21da057a582eb47d5a801bcc561a,6,7
SCIELO_5b03868b22a5415fef18edfe825f8b0a,3,7
SCIELO_5b856a728e9cd828e5f9f20743ff841f,3,7
SCIELO_5beb0f3cebbb6318d688c8852d64c039,3,7
SCIELO_5d8082e4c77eedfc60172852b7c91527,3,7
SCIELO_5e4c53a35d8aff48e8024d9dd7d17169,3,7
SCIELO_5e94ab03aef1efadb317b880159c1cc3,3,7
SCIELO_5eb10c8dfb65957c06280fe9fa8ee6be,3,7
SCIELO_5ed900902dd1f25747e65dc7ace93d21,6,7
SCIELO_6128fde49965b72a32e1f01f515f6080,3,7
SCIELO_614133e5a36d1dc0b8e2d48afaf6ee0c,3,7
SCIELO_61b348ac975aaf5eda19416b3c327699,3,7
SCIELO_61fb15cca778edb17ea29baf89beccee,3,7
SCIELO_6350d214581c9feeb6ee919c3aa640b6,3,7
SCIELO_63a5699058ef8896e3c38f15643864bf,6,7
SCIELO_63e438f98cd5395453eaffa004fa47ea,6,7
SCIELO_63e638cab98ecb7c96e9432d3a7b9cbe,6,7
SCIELO_6422975651b18bfc49b32416f19170f5,6,7
SCIELO_64d5b78aa1441bbd0619899e7ce5e6f1,1,7
SCIELO_655e4acbc5518206f86c4615ed006009,6,7
SCIELO_65c59cbb2fbe446011901a94ddf61c45,1,7
SCIELO_6793c454150b17d86271a651c63a373a,3,7
SCIELO_689f69ea18cb3f1fec18ec5fd9e02a51,6,7
SCIELO_692f7f795615d0c66a805166d431efc3,1,7
SCIELO_6974648fc4a3da0bdf33007a9c6bf375,3,7
SCIELO_69c5e2e12ce00387bde18dcede19fb08,3,7
SCIELO_6a8ced9e3100917297efe9c49148bfff,3,7
SCIELO_6a9a5ded5800d03a4efde456980c3e73,6,7
SCIELO_6acde1ffc0caf1b754e8605423f5dbca,3,7
SCIELO_6b78a5a946bd50386f5aac57bf779d03,3,7
SCIELO_6ba589876a999e7fc1bb8af1a0200047,3,7
SCIELO_6bd85bd352ab558e8523c7311f4366c1,1,7
SCIELO_6cbb860c50e8b2cf2d67ec71a8df8ecd,6,7
SCIELO_6d6890594c2a6df53c16c46347796e59,3,7
SCIELO_6dafeb74877721faccb92ccb69e8dc26,6,7
SCIELO_6dc178a7574627af70c58c69faa81d5b,1,7
SCIELO_6dceaa714b049af7b8c18b0b4a456025,3,7
SCIELO_6e2570ca762e96a02916df6131728f3d,3,7
SCIELO_6ee06b9f696a29d31d59a02c53eb96d5,3,7
SCIELO_6f197fa019bf93d01b992aec26154a11,3,7
SCIELO_6f242196278f91a56f1dfefad9fac362,3,7
SCIELO_6f7c3559054f739f105c930305963401,6,7
SCIELO_6faed646743fe7f2409012e947212fb9,3,7
SCIELO_6fbda2e47be40c56790d516940b28a3b,3,7
SCIELO_6ffa3d6c873088711659da4f1e9aed25,3,7
SCIELO_700946e7bb878f797873967c417dc962,3,7
SCIELO_7267c34aa5a5998844ae8eb4566c0053,6,7
SCIELO_72cebf844be6bfe16dd6fd4fbf44045e,6,7
SCIELO_736a60e5cb64211bc444b8692f75f5eb,6,7
SCIELO_749f8e12516755d43d7dc1c4534e1100,3,7
SCIELO_74fdfce9396c5f202963e76e00ddfabf,3,7
SCIELO_7564331bb942a7ccebbd3d8fb182f2cd,3,7
SCIELO_779b933b8c4fd44084d255eed2696e3e,3,7
SCIELO_7828d09880800d29691ddaf9513ef5d5,1,7
SCIELO_7891b4263cc0636aa8f40c16fe1f3b20,1,7
SCIELO_78b12f0bb3e9f6135fac2770531f62a0,3,7
SCIELO_78f8f4c5099810006a71d9b26e3748fd,6,7
SCIELO_794e37b2255ec1a09fec52c8dbc5d87a,3,7
SCIELO_79aa12b911468d473a9335a0c466c3c9,3,7
SCIELO_7a3840ad095b3b79490ca0a1fc896e02,3,7
SCIELO_7af9e88644c97cc53fef022dfb803a7d,3,7
SCIELO_7b1a007d68d7cfcbb32303f424c2578d,3,7
SCIELO_7b71befb12f0ef56cceb59838ba2cd7d,1,7
SCIELO_7c23628b6f5cafada080dfbf05d1b369,6,7
SCIELO_7c875285440e967495a686cb6c72cf2e,6,7
SCIELO_7c9d7dc9542468c48d7d132fa0992a11,6,7
SCIELO_7ce24ce90cac77be0ccd8b046651f594,3,7
SCIELO_7d6e0859a75d0edfc267ded0f2c61166,3,7
SCIELO_7d9104caccccf3df44f5fa0af5c0bfcc,3,7
SCIELO_7e5978279f47510b4459c32b5bb99fbe,6,7
SCIELO_7e650d838712c64f3e82c3f87088d8f1,6,7
SCIELO_7e9ea8b067c870c504bb424849bc23c9,1,7
SCIELO_7ee6133fb8342d12c8a94b213980efd8,6,7
SCIELO_8069e0db8a53bfbf556f0769d8ac933a,3,7
SCIELO_819fe8f023abed6ec9239df776318616,3,7
SCIELO_8245ee28bb8f7bc4b211e560e95472d3,6,7
SCIELO_84e2900d8efddd1256dd745d6a176b41,3,7
SCIELO_85bc59f9b096aef32f85bed821d2dbd8,6,7
SCIELO_85d9842589b14621ee1f60d434dc234b,3,7
SCIELO_85f87468e477b84fc639aaa97e9bafea,3,7
SCIELO_86b90d75f889ddeb675e13105648b829,1,7
SCIELO_8713f936940406bfc51fb8e294bc6112,3,7
SCIELO_876f91c4c46c05c5c3effbcef19969db,6,7
SCIELO_87725b226f3d3d8300c7d83678a6b738,1,7
SCIELO_89681aa7995c5d903a2894dd6770f8ca,3,7
SCIELO_89f70dbe70c537e12f66d132c4071660,3,7
SCIELO_8ace1c133b239754a9aef1369ec0caf0,1,7
SCIELO_8bf0666636a0053021e8e3f1097d32e5,3,7
SCIELO_8d5c09009cb7d5d32b498df5e11d375b,6,7
SCIELO_8e35ce9bfe3c2834b70527e1d1f01f2a,3,7
SCIELO_8e646f8795e44ca9f59fea20942e7e75,3,7
SCIELO_8ecffb4b3f0ffa85b0bf11220d340cf9,3,7
SCIELO_8f5e432bb467989c0b6ccd4d09f9acde,3,7
SCIELO_8fb221fb899a2a846819f81f3c612034,3,7
SCIELO_8fb2a5e68a2861b0349e3295441908b2,3,7
SCIELO_90f8171f67f764368cf2f7db6c905865,3,7
SCIELO_9100ae143aa84ba71cd2822d8c9f601d,3,7
SCIELO_91c31432ee9c64dbfdf9175148ef59ec,3,7
SCIELO_92d0eed5d446797fde1d878e0e61776e,3,7
SCIELO_932937d6faf741b93fbc0060f34fbd98,6,7
SCIELO_9373f53bfbaa4b88cf67c10487240b13,3,7
SCIELO_93900c77ca74258593a88e558862a794,3,7
SCIELO_939f894ed216f5f716cee11900499b91,3,7
SCIELO_95387896a10641a7097c4ddd1719cbeb,6,7
SCIELO_95737e479466c909804e522c77210228,3,7
SCIELO_962a2b5c9c15463300dea8ad9242f328,3,7
SCIELO_969c4168f29f41c6ca16769ef662736a,6,7
SCIELO_97494f8a9ee5c2cd680faeb22803c5a7,3,7
SCIELO_9750e2638f75e2f1f57d0e6162ea1e5f,6,7
SCIELO_978caa46ba6c983be50c3d3b6515d31a,3,7
SCIELO_97c1c54287781212065a6cc690113316,6,7
SCIELO_9896c0b917d0bdfeb11ec2c134d45d6c,6,7
SCIELO_994d96062811c703ef5f88cac8ea9ea9,6,7
SCIELO_9a153ccc780b02863b5209b0de260929,6,7
SCIELO_9a4a3ec5bdce5391143a3b9d8cafb07b,1,7
SCIELO_9a725207e5779cd760bc4d2a442ee3bb,1,7
SCIELO_9ab25a724809cdb858fabcbf9668867d,3,7
SCIELO_9b755d558fc2ddd6eabe6483fc7cec30,6,7
SCIELO_9e305f76cfe4e61f08e36f8019e0fa85,3,7
SCIELO_9e47730dceba34b801517a37f60d43a8,1,7
SCIELO_9e569f73f032348be124f02568cf0485,6,7
SCIELO_9f5edca274cff6123331b23e5dc5d502,6,7
SCIELO_9fdbbabf1efd37ef5690df9789f1dd03,1,7
SCIELO_a04a302dcd8a86fb015e4bdde19f557c,6,7
SCIELO_a1349e25c4274e55878a38bf35b7cf37,3,7
SCIELO_a1a36f0fe7dc4fe171dda809c87b1a3e,6,7
SCIELO_a1e0a3ff9657a240a83afda1dbd843a7,3,7
SCIELO_a2b24f86616c539c4c2948c6a84db5d2,3,7
SCIELO_a416c57c8ae1394864ab0ca3d04298ce,3,7
SCIELO_a42f43e3111036dc7a99d39f7ac539d3,3,7
SCIELO_a487b389a4b696ef42623d06179d5150,6,7
SCIELO_a596fd59f8af64bbd708dd17fa9e1ac1,1,7
SCIELO_a5ad64804f1538a266dada5a93c265a7,1,7
SCIELO_a614e0d775af38e338f37ea8b8dd6442,6,7
SCIELO_a63bce2d2c3e132fee8cc2173b30ceae,6,7
SCIELO_a64552f794519c989a101ed25a15ec83,6,7
SCIELO_a670f6b1ac31c78be0d0dfffbb2d6adc,1,7
SCIELO_a6b87cc4d9d632d0a1daa4b19e734d70,3,7
SCIELO_a80df90d4a0e7be6a502e109c7f7b7e1,6,7
SCIELO_a8cafc17336ea4f27d5fb5a0f60898cd,3,7
SCIELO_a957007a9fb17b3fa37cb2db0e43e7e4,6,7
SCIELO_aa5831fdc568113c00f018432bad3501,6,7
SCIELO_ab3fbc6c9a9e38295006db18cdf84bcf,1,7
SCIELO_ab5cad09134489c8c340211074594d78,6,7
SCIELO_ac4484c6424b9bb3528af19d0aac1920,3,7
SCIELO_ad189716196d30369f1787bcfece1424,3,7
SCIELO_aeb78f13f5bad68c4d910069abd2d490,3,7
SCIELO_aee1a163b085f40c96df17cb52639ff2,6,7
SCIELO_aef8b4327cf0820405a5e670e725663f,1,7
SCIELO_af53487ce8469fd95909f701652d4282,6,7
SCIELO_af6b64d082dfe3878d71008ffaadac12,3,7
SCIELO_b09611c6a1715d13db667154aafdaae5,3,7
SCIELO_b19ec19efeffd7c7f6323d5747ab3e2e,6,7
SCIELO_b1a076d5b910de4bbbed60b147fce453,3,7
SCIELO_b20a9dc34c59a129876edea799236ec6,3,7
SCIELO_b2eab3b714d2366b9cbc7a5c8749965f,3,7
SCIELO_b2f9724f9ec8961505872c5bebbf668b,3,7
SCIELO_b348313e5c013d80cccaa75bffdba727,3,7
SCIELO_b38cd07093b17a50ab804d503cc79b32,3,7
SCIELO_b41f24e8cfa9d977a26691fa3a2c211a,1,7
SCIELO_b459fb3c60b59569295bcb91af477988,1,7
SCIELO_b488a5769f1c6dcd8e014ec9e16aac51,3,7
SCIELO_b50de82405d0bb332c8a248503eaec7b,3,7
SCIELO_b51ae0c6e43a3b1e80a7b08331f4f2d9,1,7
SCIELO_b59c76ef4a6d18112be5fb5d324a04a8,3,7
SCIELO_b73d1594ea30c389394f571c734172a3,3,7
SCIELO_b9455384702c0c829180bbe488477c90,1,7
SCIELO_b9a638620611e4c375d6af7a464d6ea1,3,7
SCIELO_ba8657bb4b74f702459c7bd21816f4c1,3,7
SCIELO_ba8f4785a64f5a56cba7b06eee6d1860,1,7
SCIELO_bb385e892a95e0a8f0bcc68f351aff74,3,7
SCIELO_bb8506ffc647b7cc4dd053ac1d3b3093,3,7
SCIELO_bd1c6deaeb4660e89164f0611e96f4ff,3,7
SCIELO_bd751afa665032352386f2a0e61cec1e,3,7
SCIELO_bd8f1dc2481e61496c51c5358725e1b9,6,7
SCIELO_bda1f55adc487d74324a40f0d60c539d,6,7
SCIELO_beb0dcaf2d9eb4f8364e799ba48b8da3,6,7
SCIELO_bf1f3594bdc3cdadb8d1730f40fa160f,6,7
SCIELO_bf91eb11e0b65918e3edf7014d14f7b9,3,7
SCIELO_c01942b25edbfd55a4602bd128a291a1,3,7
SCIELO_c039d79c262846b3eb2f1677a99accb2,6,7
SCIELO_c0c1eb0a674ad058a258bde861daadfa,3,7
SCIELO_c3e29da8cff12ec5bf897ee945040931,3,7
SCIELO_c3f09f2938c11256ddee6aea5f2a84cf,6,7
SCIELO_c47e2c0fb04386c8e00597f3cf49af6b,6,7
SCIELO_c5ab5c4b707aa6e8c61c6db2f33392d6,6,7
SCIELO_c63f077fc26e38e4faa7797299f11b04,6,7
SCIELO_c686eb6d039a905bc74e0fd1ba4d97ca,6,7
SCIELO_c69920c634cb21e43af28d617ba20e0e,3,7
SCIELO_c750d44757a0ca46624b65d0e92edb1f,3,7
SCIELO_c80bf9ef12db522b9867ad73de5c2734,3,7
SCIELO_c88c272e5f1f070ffb1003e18fad97cd,3,7
SCIELO_c9158b880ae4d27b8c0d10d32f8af128,6,7
SCIELO_ca4f8ede3457027097beff132f5132d4,6,7
SCIELO_ca577f928fd5935840c78be775f87d35,6,7
SCIELO_ca92705ba4be3d2c9eefb2fb8252a9e2,3,7
SCIELO_caffbc6c4835c64d7339fc4fc1f37d66,6,7
SCIELO_cb3c34be5cfafe72f9bfa40383530c40,6,7
SCIELO_cd0fd9bdbc452293d66b96e4ecbef296,3,7
SCIELO_cd61536187a2a6c4035966df93d371a3,3,7
SCIELO_cd7ac78b15e6923ba6e332b6d43e9d88,3,7
SCIELO_ce6b565986742be83d97a10c8c5dff04,6,7
SCIELO_d01aa46c6c29abf0667459350d78ab62,6,7
SCIELO_d02452c132af4bedb10d7be6811d4a4b,3,7
SCIELO_d02f7678281c6b87e5e69e1ce2c9304d,3,7
SCIELO_d1260a98209fd622923b355a2cfaf365,6,7
SCIELO_d14948c7d59cd70ca70c7df4255f536f,3,7
SCIELO_d1ded4d7a8bee409bea5bc32d6334045,6,7
SCIELO_d2125c2eb3d7c3f1f6e4b9ff84c9d5f4,3,7
SCIELO_d28652521b6db6ce5f973e7d53ff7d8b,3,7
SCIELO_d2887c8cbbe2f4b154cb7bb79e49d716,3,7
SCIELO_d36d7d76f5932ad4f8f2762137072c05,1,7
SCIELO_d37f4a594d6ed0e303bc242ab53420d6,1,7
SCIELO_d61a673eb6c160b9cd0c8e821c0176b4,6,7
SCIELO_d66f0cd409f892a6b423af8c5bffea8b,6,7
SCIELO_d6efed715c1c891b313aa4f368fe5baa,3,7
SCIELO_d74e5e4e19110e20e2882894341033b6,3,7
SCIELO_d989a9a59196cd1e596d73dd7b50101c,6,7
SCIELO_d9ca5709aa9bdd86a2d1d744ab2c2b1e,3,7
SCIELO_da5016a052c81f1f9313a72ca2ef0574,3,7
SCIELO_dad97b3a73b51cb60f8a60f7a914cdd8,1,7
SCIELO_dc67c1de14b4177e56bbeec5b51d2445,3,7
SCIELO_dc7889ad8c67ef059eb206d76784035a,6,7
SCIELO_dcf6ec422da56b68ca001d190b6e2919,3,7
SCIELO_dd29315f7c4a28ffe552bc224c136f0c,3,7
SCIELO_dd84602bf0f764b9eb214505822dbba2,3,7
SCIELO_de1e008416d4ce283ce806424035200c,3,7
SCIELO_de6a93be9f3f69bee3231afd7f4cd31e,6,7
SCIELO_deff9a82fd2cfe301211d8fef9344a5d,3,7
SCIELO_df8051923ea7a290783188ffb507cd74,6,7
SCIELO_dff553e6cefe79fd8766e54461953171,3,7
SCIELO_e03346690230c2112dcc088635dc555f,6,7
SCIELO_e0ec4a7f2cbcdbe09739c36cd863481b,3,7
SCIELO_e15475eac72ae061123fae4a434a3513,3,7
SCIELO_e1a05867b84f5b24485886df644d966f,6,7
SCIELO_e1ecf6e3f4bdb0629cb60f44e95ba253,1,7
SCIELO_e26f29781f3c1779eed62c9ac49d422a,6,7
SCIELO_e2727f4959cabeb4c5fa59f0bb07a366,3,7
SCIELO_e2a9efeaeaf18e82dd55d55fa43341c8,3,7
SCIELO_e337a3cdcd3f2c8b985a8e564f4f07c5,1,7
SCIELO_e4a30ab2d017f43e20fa2af8ea8e8545,6,7
SCIELO_e4bd923703192a0e6de894136345c923,3,7
SCIELO_e4e95cd31337610f22cbb5787419103f,6,7
SCIELO_e514f599a6871919bfdee8a3585f99dc,3,7
SCIELO_e5b23bacccd1ad2a896f7eaefa70d077,3,7
SCIELO_e7a65e883b76913933d56d4cf6021940,6,7
SCIELO_e7be0bdf8ea8ad9a77cb218535a0d6f8,3,7
SCIELO_e7c2a4fb7b861ba8d64a339aa31c02ce,3,7
SCIELO_e831a8bb3fe9d4d5f7279fcdd9b10ad7,3,7
SCIELO_e8fecd2c7dbaf6ad146cfa5d6dc9a75f,6,7
SCIELO_ea13ce891389a05e45c3011b00c37f29,6,7
SCIELO_eabb18537dbabc8b9b35127cf20b7e89,1,7
SCIELO_ebd3579554f828640522e053675b0204,3,7
SCIELO_edec7db5fdfe619be24c3076addbca7f,6,7
SCIELO_eeb6d23aac18c928f1e9b28426ea10ec,6,7
SCIELO_efb281adefb61bec75f2556a98e4069f,6,7
SCIELO_f00beea3020fa69623d4ae36191e25ab,6,7
SCIELO_f152da6747344a81205af9e4fbd29ec8,3,7
SCIELO_f31cbe92bf0850af89ba654336d230d2,3,7
SCIELO_f37b978782dbc178defcc831593c4289,6,7
SCIELO_f39848af8e24a5748768ed4340506d46,6,7
SCIELO_f3ab2ca20ed3d020f89c24657bbf671a,6,7
SCIELO_f41a89359dbcb05b94558800e0a0ec56,3,7
SCIELO_f45873b1b6594cf7065210a818287e45,3,7
SCIELO_f4c127efa8f666f84e702b7b24f660e6,3,7
SCIELO_f522019071f93453a162ead7d3ec0f32,1,7
